qid,query,elapsed_sec,rapl_pkg_j,n_tables,n_join
5844,queries/stackoverflow/SQLStorm/5844.sql,15.056913,240.95184326171875,4,6
5957,queries/stackoverflow/SQLStorm/5957.sql,15.255725,85.73333740234375,3,5
6038,queries/stackoverflow/SQLStorm/6038.sql,15.107337,139.00164794921875,3,6
6133,queries/stackoverflow/SQLStorm/6133.sql,15.068867,175.66583251953125,4,5
6181,queries/stackoverflow/SQLStorm/6181.sql,15.069209,237.15002441406247,3,3
6188,queries/stackoverflow/SQLStorm/6188.sql,15.254019,86.02239990234375,4,6
6235,queries/stackoverflow/SQLStorm/6235.sql,15.301332,168.74139404296875,7,7
6296,queries/stackoverflow/SQLStorm/6296.sql,15.059357,88.46704101562499,4,3
6303,queries/stackoverflow/SQLStorm/6303.sql,15.05974,233.192138671875,4,4
6421,queries/stackoverflow/SQLStorm/6421.sql,15.246058,84.361328125,3,2
6457,queries/stackoverflow/SQLStorm/6457.sql,15.197445,86.6221923828125,5,5
6507,queries/stackoverflow/SQLStorm/6507.sql,15.07123,89.57818603515625,5,6
6594,queries/stackoverflow/SQLStorm/6594.sql,15.283303,87.40936279296875,3,4
6605,queries/stackoverflow/SQLStorm/6605.sql,15.223922,186.09094238281247,4,4
6682,queries/stackoverflow/SQLStorm/6682.sql,15.197297,87.58453369140625,4,4
674,queries/stackoverflow/SQLStorm/674.sql,15.176816,83.86004638671875,5,5
6807,queries/stackoverflow/SQLStorm/6807.sql,15.187223,84.87506103515625,3,2
6858,queries/stackoverflow/SQLStorm/6858.sql,15.268537,85.1348876953125,3,2
6872,queries/stackoverflow/SQLStorm/6872.sql,15.064082,249.02478027343753,3,4
6921,queries/stackoverflow/SQLStorm/6921.sql,15.061429,86.5689697265625,6,7
6924,queries/stackoverflow/SQLStorm/6924.sql,15.201112,182.86749267578125,5,5
6939,queries/stackoverflow/SQLStorm/6939.sql,15.185866,85.6199951171875,5,5
6962,queries/stackoverflow/SQLStorm/6962.sql,15.060565,89.001953125,4,4
7100,queries/stackoverflow/SQLStorm/7100.sql,15.06247,86.10186767578125,6,4
7101,queries/stackoverflow/SQLStorm/7101.sql,15.067288,239.07037353515625,4,4
7142,queries/stackoverflow/SQLStorm/7142.sql,15.07611,221.28692626953125,4,4
7313,queries/stackoverflow/SQLStorm/7313.sql,15.258322,85.87335205078125,5,6
7410,queries/stackoverflow/SQLStorm/7410.sql,15.262875,86.5574951171875,4,3
7485,queries/stackoverflow/SQLStorm/7485.sql,15.068183,233.74951171875,3,4
7555,queries/stackoverflow/SQLStorm/7555.sql,15.074815,240.83209228515625,5,5
